H_tub_ID	HT16cellA	HT16cellB	HT16cellC	HT32cellA	HT32cellB	HT32cellC	HT4cellA	HT4cellB	HT4cellC	HTEGGA	HTEGGB	HTEGGC	HTGA	HTGB	HTGC	HTMBA	HTMBB	HTMBC	HTPRA	HTPRB	HTPRC
HTU_3032.t1.1.5f2ccb46	493.50	560	558.50	514	536.50	684.50	385.50	542.50	403.50	396	504	390	2884	3026.50	3755.82	2338.00	2646.50	2472	4095	4381.17	4630.50
HTU_3032.t1	454.50	528	501.50	485	494.50	622.50	303.50	485.50	355.50	354	459	340	1556	1718.50	2044.82	1563.00	1738.50	1585	2545	2765.17	2779.50
HTU_3369.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_2427.t1	88.50	77.23	64.50	104.00	69.83	84.90	11.67	51.00	65.17	13.00	11.33	12.50	38.00	48.17	45.67	50.50	57.33	41.50	61.67	76.17	72.50
HTU_2245.t1	0	0	0	0.20	0	0.58	0	0	0	0	0	0	1	0.75	2.25	0.25	0	0	0	0	0.50
HTU_2928.t1	0.25	0	0.25	1.50	0.50	2	0	1.50	0.75	3.75	1	1	4	1.50	0.50	2.50	4.50	1.25	29	39.50	27.25
HTU_3292.t1	75.50	99.50	57.08	62.33	85.00	78.89	54.67	63.67	67.67	13	8	11	59	92.42	75.33	49.50	76.83	43	63	61.00	59.83
HTU_2277.t1	0	0	0	0	0	0	0	0	0	0	0	0.50	0	0	0	0	0.50	0	0.50	0.50	0.50
HTU_3445.t1	0	0.50	0	1	0	1	0	0	0	0	0	0	0	1	0.50	2.50	0	1	0.50	0	1
HTU_3260.t1	18.50	18.50	15.25	15	19.50	18	7	6.50	10	1	1.50	0	1	3	1.50	0.50	5	2.50	2	0.50	2
HTU_2516.t1	234	141	88	250	149	74	41	112	43	32	38	16	151	143	75	224	255	152	222	333	283
HTU_2743.t1_HTU_2751.t1	229.83	169.06	184.17	227.43	162.29	203.67	50.50	254.81	505.83	20	63.43	118.83	22	20.50	60.67	37.17	11.83	10	52.67	40.08	40.33
HTU_2238.t1	1.00	0	0	0.33	0	0	0	0	0.33	0.67	0	1.50	1.33	0	0.33	0	0.33	0.33	0	0	0
HTU_3707.t1	1147	2404	2034	1221	2249	2511.50	1092.50	1005.50	1077.50	187	119	186	4179.00	5020	4027.50	3244.50	4053.00	2230	3802.50	4429	3986
HTU_2962.t2	61.62	72.88	85.62	67	60.25	116.67	22.50	98.50	70.12	26.88	22.75	20	2	2.50	2.75	6.25	2.75	2.62	4.12	5.25	5
HTU_2962.t1	61.62	72.88	85.62	67	60.25	116.67	22.50	98.50	70.12	26.88	22.75	20	2	2.50	2.75	6.25	2.75	2.62	4.12	5.25	5
HTU_3460.t1	0	0	0	0	0	0	0.50	0.50	0	0	0	0	2	0.50	2	0.50	3.33	1.67	0	0	0.50
HTU_2584.t1	0	1	9	0	0	6	1	2	0	8	3	0	5.50	24	4.50	3	13.17	4	6	6	7
HTU_2319.t1	54.93	159.92	94.42	46.08	139.75	111.50	11.33	82.00	5.50	16.33	43.25	3	92.17	164.33	110.33	133.75	154.92	130.58	274.58	235.92	233.17
HTU_3166.t1	41	77.50	130.50	70.50	95.50	171	162	54.50	81.50	46	44.50	14	1211.17	1511.50	1704.50	1962.50	2104.83	1050	2119.33	2283	2345.50
HTU_2731.t1	23.07	51.58	53.25	18.92	48.58	59.67	2.83	42.33	2.67	14.83	31.75	2.50	61.83	119.33	84.83	66.25	81.08	109.92	190.42	170.08	171.83
HTU_2722.t1	382.50	392.08	390.50	400.50	293.17	454.33	96.67	235.50	359.50	36.50	26	48.50	96	130	172.50	171.50	245.50	122.50	185	166	196
HTU_2918.t2	258.75	338.67	255	236.00	269.55	317.75	176	335.07	295	103.50	180.79	147.75	31.75	31.54	21.50	28.75	41.50	22.50	37.75	35.50	49
HTU_2918.t1	257.75	338.17	255	235.00	269.05	317.75	176	335.07	294.50	103.50	180.29	147.75	31.25	31.54	21	28.75	41.50	22.50	37.25	35.50	49
HTU_3683.t1	13.03	4.25	0.20	16.72	2.83	0.53	2	3.33	0.33	0	1.33	1	21.67	5.15	5.39	51.22	28.99	16.64	7.25	1.21	6.22
HTU_2366.t1	180	115	264	198	100	283	79	119	68	41	21	10	741	772	614	873	1108	745	462	528.00	488
HTU_2632.t1	636	704.50	402.50	741	641	509	251.23	300	471	91	66	123	39.53	88.17	47	109	141	66	71.25	65	81
HTU_2726.t1	4	10.50	10	8	12	13.75	5	5.50	7.50	2	1.50	0.50	0.50	2	1	2.50	4	1.50	0	0.50	1
HTU_3363.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_2368.t2	658	821	354	760.50	592.50	437	267	433.50	377.50	265.50	252	256.50	398.50	555	534	1001.50	1076.50	435	460	457	508.50
HTU_2368.t1	656	818	354	758.50	591.50	435	267	432.50	375.50	265.50	252	256.50	398.50	555	534	999.50	1075.50	435	460	456	508.50
HTU_3534.t1	1062.50	1368	1266	1250.83	1020	1714.83	139.83	731.50	578	83.50	101	55	356.50	381.50	337	450.00	478.50	357.50	296	482.50	384.50
HTU_3484.t1	0.50	2	1.50	0.50	0	2.50	0	0.50	0	0	1	2	0.50	1.50	0.50	0	0	0	0	0	0
HTU_2963.t1	0.25	0	0.25	1.50	0.50	2	0	1.50	0.75	0.25	1	0	3	1.50	0.50	1.50	4	1.25	21.50	28.50	23.25
HTU_2808.t1	1745	1901	1523	1568	1338	1483	542	1360	1480	366	432.50	470	1066	2093	1619	1471.50	1983	2131	1254	1358	1281
HTU_3693.t1	270	200	176	291	197	200	84	172	324.50	47	34	92	21	6	4	20	29	2	4	4	6
HTU_2247.t1	0	0	0	0	0	0	0	0	0	0	0	0.10	0.14	0	0.40	0	0.12	0.17	0	1	0
HTU_2922.t1	2545.50	2743.83	1909.10	2516.50	2228.33	2293.17	652.50	1743.50	2151.33	1328.50	1377	1536.67	972.50	1069.50	1402.83	1653.50	2105.67	1302.67	1151.50	1101.33	1153.67
HTU_3467.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0	0	0
HTU_2323.t1	288.50	313	196.33	304.50	222.17	263.75	118.25	93	169.83	13	8.25	18.25	18.50	19.50	36.50	162.17	177.00	52.75	43.25	37	40.25
HTU_2323.t2	195.50	207.25	141.83	209.50	137	176.25	62.75	68.50	115.83	8.50	4.75	11.25	14	11	20	103.67	109.33	22.92	26.75	19.50	21.75
HTU_3413.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_2999.t1	1656.58	2458.58	1299.57	1787	2174.08	1540.50	218.50	741.83	1469.56	176.60	387.62	839.35	381.25	822.06	772.92	500.60	912.20	586.33	527.25	691.92	599.70
HTU_2403.t1	3	6	1	3	5	6	2	4	5	1	2	1	0	1	0	1	0	1	0	0	0
HTU_2381.t1	0	0	0	0	0	0	2	0	1	0	0	0	13	1	0	2	0	0	0	3	0
HTU_3247.t1	5.83	4.83	3.50	3.67	8.00	5.50	0.33	1.83	4.67	0	0	0	1.00	3.33	2.33	3.67	4.00	9.50	1.67	2.83	0.83
HTU_3278.t1	0	0	0	0	0	0	0	0	0	0	0	0.20	0.31	0.70	0.14	1.30	1.33	1.28	1.67	0.43	0.70
HTU_2950.t1	29.20	37	53.50	48.50	41	81.75	47	42.50	38	17	11	11	3	5.50	9.50	10.50	16.50	4.50	0.50	4.50	5
HTU_3738.t1	12.50	27.50	8	17	16.50	11.50	7.50	6.50	24	12.50	5	27.50	1	1.50	3	2	2.50	2.50	1.50	2	8.50
HTU_2613.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_3508.t1	0	0.25	3.65	0.70	0.25	4.52	0.12	0	0.11	0.11	0	0	5.51	12.05	26.58	13.85	37.81	11.70	5.40	5.41	8.28
HTU_2835.t1	0	0	0	1	0	0	0	0	0	0	0	0	0.25	0	0	0.33	8.42	0	4.50	5.33	2.33
HTU_3205.t1	299.00	291	219	277	137	257	18	122.50	243	53	103	97	100.50	74	86	161.50	150	67	171.50	181	173
HTU_3272.t1	0	0.17	0.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_2379.t1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	6	5
HTU_2497.t1	0.50	0	0	0	0	0	0	1.50	1	0	0	0	4.67	17.50	10	10	13	13	29.50	23.50	27.50
HTU_2416.t1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.50	0	1	0	0	0
HTU_2917.t1	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0	0.50	0	0	0	0.50	0.50	0
HTU_2631.t1	19	5	4	26	7	10	0.50	0	0	0	2	0	1	9	1	3	0	0	7	18	7
HTU_2841.t1	310.17	243.83	169.67	310.33	154.83	197.67	18.50	88.33	152.67	12.83	7.50	18.50	16.67	14.50	26.00	87.33	63.33	21.00	18.67	12.00	13.33
HTU_3500.t2	626.50	569	530.75	630	422	616	107	440.25	489	151.25	207	246.75	471	714.00	691.50	668.25	996.25	594.75	544.75	527	536.25
HTU_3500.t1	548.50	505	470.75	569	374	541	86	386.25	428	129.25	180	207.75	407	600.00	606.50	589.25	889.25	515.75	475.75	461	466.25
HTU_2576.t1	5	7	1	10	7	1	4	7	2	5	4	8	397	340	360	250.00	321	202.00	373	490	374
HTU_3687.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	0
HTU_3557.t1	0	0	0	0	0	0.20	0.20	0.20	0	0.20	0	0	0.70	0.80	1.00	0.93	2.33	0.87	2.00	0.17	1.10
HTU_2681.t1	20	24	13	25	24	12	4	8	6	0	1	2	17	21	7	38	33	10	17	12	21
HTU_3101.t1	294	280	536	374	248	668	76	100	498	73	32	289	58	14	41	125	54	27	147	73	130
HTU_2298.t1	0.33	0	0	0	0	0	0	0	0	0	0	0	0	1	0.50	0.50	1	0.33	24.00	49.00	36.83
HTU_3393.t1	35	39	21	32	29	17	2	13	44	7	7	8	37	33	55	73	79	46	35	19	27
HTU_3026.t1	0	0	0	0	0	0	0	3	8	0	2	2	0	0	2	0	1	0	0	0	0
HTU_2986.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0
HTU_2883.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	4	4
HTU_3480.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0.50	0	0
HTU_2737.t1	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0.83	1	1.33	0.83	0.33	0	0.33
HTU_3044.t1	2337.65	2453.57	2010.15	2636.15	1788.57	2534.73	524.50	1067.99	1690.49	139.17	154.17	257.42	136.25	137.33	237.08	457.75	485.08	241.92	288.00	242.16	255.25
HTU_3044.t2	1013.90	1044.32	840.65	1179.15	709.32	1099.48	158.00	441.99	678.99	65.17	57.67	98.67	60.50	58.33	100.83	209.00	203.83	96.17	126.50	116.66	117.00
HTU_3044.t3	1351.75	1388.25	1167.50	1488.50	1060.75	1427.75	373.50	635	1034.50	76.50	97.50	164.75	76.25	83	139.75	248.75	278.75	146.25	162	125.50	138.25
HTU_3044.t4	1212.65	1117.82	923.65	1407.15	760.32	1212.98	196.00	540.99	789.99	83.17	68.67	118.17	67.00	64.33	116.33	249.50	217.33	100.67	146.50	134.66	119.50
HTU_2941.t1	56	19	50.50	55	6	68	39.25	18	29	24	6	6	215.50	193	159	197	119	115.50	244	120	266
HTU_3151.t1	5	13	3	12	6	11	0	4	4	5	0	0	0	0	0	1	0	0	0	0	0
HTU_2627.t1	408	630	341	430	478	452	129	204	355	25	26	49	49	9	27	104	64	19	17	21	23
HTU_2606.t1	0	0	0	0	0	1	0	0	0	0	0	0	2	0.50	3.50	1	1	0	16.50	10.50	10.50
HTU_2495.t1	0.50	0	1	0	0	0	0	1.50	1	0	0	0	1	10.50	6	8	9	5	15.50	19.50	16.50
HTU_2303.t1	0	0	0.50	0	0	0	0	0	0	0	0	0.50	0	0.50	1	0	0	0	1.83	1.83	1.50
HTU_3678.t1	0	2	3.50	7	2	1	0	1	0	0	1	9.50	10	3	10.50	36.50	18.83	3.50	11	3	3
HTU_3351.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_2711.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_3034.t1	882.83	1277.00	905	871.50	964.50	1119.50	308.60	650.83	686.33	153.25	270.17	270.60	16	41.83	38	101.50	178.17	156.58	22.50	21.50	29
HTU_3034.t1.1.5f2ccb46	943.83	1365.00	962	925.50	1013.50	1206.50	318.60	689.83	727.33	162.25	280.17	281.60	16	40.83	35	96.50	167.17	140.58	22.50	20.50	28
HTU_3584.t1	0	0	2	0	1	4	6	0	0	2	0	0	12	0	0	2	5	2	0	0	2
HTU_2916.t1	6	4.50	5	3	5.50	3	4	1.50	2.50	3	2.50	0	661.00	1897.17	2234	1162.50	1876.46	1652.17	1196.92	1107.83	1381.67
HTU_2784.t1	14.50	22.50	26	10	14	27.50	1	29.50	7	0	16	0	1	1	2	2	5	6	2	0	1
HTU_2860.t1	0.25	0.33	0	0	0	0	0.25	0.75	0.75	0	0	0	0.25	0.75	0	0	0.20	1.25	1	0.50	1
HTU_2655.t1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0.50	0
HTU_2564.t1	3578	3213	2987	3536	2711	3382	887	1745	4254	770	298	1646	116	53	69	63	62	53	112	84	146
HTU_3520.t1	1.24	3.26	0.77	1.66	3.24	0.68	4.57	0.79	1.26	3.55	0.97	2.22	4.16	0.89	3.99	4.71	13.37	2.67	5.87	3.93	5.81
HTU_3312.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0
HTU_3517.t1	676	831	733	716	677.50	877	295	518	746	148	180	281	108	146	170	192	217	121	146	143	135
HTU_2268.t1	0	0	0	0	0.50	0	0	0.50	0	0	0	0	0	0	0	0	0	0	0	0	0.50
HTU_2322.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0	0	2.50	0.50	4
HTU_2704.t1	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0.25	0	0	0	0	0	0	0
HTU_2730.t1	116.17	118.67	76.67	131.75	111.17	94.67	34.50	51.73	60.40	8.17	7.83	6.67	21.50	38.17	36.67	73.33	110.67	55.33	38.83	27.00	34.00
HTU_3217.t1	277.50	285.50	170.58	256.33	233.67	233.83	53.00	138.50	145.83	14.33	19.83	18.17	0.50	3	4.83	15.33	16.67	3.83	12.00	14.00	14.33
HTU_3700.t1	1	4	0	4	25	0	0	0	0	0	0	0	2	0	0	202	517	0	1	0	0
HTU_3645.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50	0	1	0	1	0.50	1.50
HTU_3180.t1	0	0	0	0	0	0	0	0	0.25	0	0	0	7.75	7.42	8.83	48.92	29.92	23.08	13	11.25	10.50
HTU_2691.t1	12	16	20.33	17.33	14	30	8	14	27	3.50	9	7	19	10	10	14	14	13	27	20	26
HTU_2905.t1	0	0	0	0.50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_3015.t1	2.83	0	1.50	0.67	0.33	3.50	0	1.33	2.33	0	1	0.50	3.83	3.83	7.50	10.00	4.50	2.67	7.67	4.67	3.33
HTU_3102.t1	142.50	204.50	163	127.50	223	176.50	99	63.50	320.50	119.50	56.50	378	198	126	411.50	87.50	59	44	447.75	464.50	483
HTU_3209.t1	30.50	13.67	27.50	31.33	15.50	31.00	2.50	13.17	0.50	1.50	3	2.67	108.67	323.17	289.83	236.33	461.17	375.50	189.50	185.00	203.50
HTU_3670.t1	2	0.50	0	1.51	0.33	2	0	1.83	0.33	0.50	1.33	0	31.83	99.65	73.51	44.85	126.93	111.19	50.53	17.04	61.30
HTU_2490.t1	3	2	1	2	1.58	6	0	4	3	0	1	0	2	0	0	1	3.67	0	5.11	6	9.33
HTU_3507.t1	8	24	5	11	12	4	1	4	15	0	2	5	3	0	4	4	12	3	3	3	7
HTU_2790.t1	0.33	0	0	0	0	0	0	0	0	0	0	0	0.50	0.58	0	0	0	0	0	0	0.20
HTU_2647.t1	2	25.50	3	0	22	2	0	0	0	0	0	0	15	1	2	1	20.50	1	2	6	1
HTU_3612.t2	687.50	827.00	361.50	755	614.50	462.50	141	338	277.50	138.50	135.50	131.50	88	154	149.50	376	468	91.50	119	95.50	94.50
HTU_3612.t1	682.50	824.00	361.50	750	612.50	462.50	141	337	277.50	138.50	135.50	131.50	88	148	148.50	371	464	90.50	119	95.50	93.50
HTU_3263.t1	1.11	0.24	0.22	1.92	1.24	1.46	0.35	0.11	0	0	0.32	0.10	20.02	27.69	56.35	35.88	39.74	21.14	17.38	25.21	16.37
HTU_2636.t1	6	11	8	5	13	9	6	0	23	6	1	4	5	0	5	4	8	6	3	0	1
HTU_3423.t1	0	1	0	0	0	0	0	1	0	1	0	0	5	7	3	8	10	6	9	6	7
HTU_2464.t1	3.20	2.84	1.79	2.50	3.48	2.25	0.89	2.22	1.61	0	0.68	1.46	0	0.17	0.31	0.82	0.62	0.14	0	0.48	0.79
HTU_3420.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HTU_2739.t1	0.50	15.50	0	0	14	1	0	0	0	0	0	0	16	1.50	1.50	6.50	9.50	0	29	16.50	82
HTU_2612.t1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.50	0	0	0	0	0	0	0
HTU_3462.t1	44	50	68	52	35	61	4	29	50	24	38	38	46	57	64	70	69	42	95	116	111
HTU_3424.t1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	3
HTU_3499.t1	22	26	27	21	10	22	2	9	15	4	4	5	3	3	1	1	0	1	4	4	6
HTU_3421.t1	0	0	1	2	0	1	4	0	0	2	0	0	8	7	3	7	7	4	132	176	134
HTU_2398.t1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HTU_2581.t1	22	35	39.50	46	51	38	32	23	74	29	32	36	4196.00	4951	4933.50	3424.00	4218	2683	4734.00	5856	4622
HTU_2781.t1	0	0.25	2.33	1.00	1.00	6.33	0	0.33	1.00	0	0	0	60.33	7.67	5.67	5.33	62.33	41.00	183.33	174.00	168.66
HTU_3679.t2	0	0	0	0	0	0	0	0	0	0	0	0	1	0.50	5.75	1	2.67	0.25	0.50	0.50	0
HTU_3679.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.50	6.75	2	2.67	0.25	1.50	0.50	0
HTU_2993.t1	0.50	0	0	0	0	0.50	0.50	0	0.50	0	0	0	1.50	4	4	0.50	0	0	0.50	0.50	2
HTU_2248.t1	0	0	0	0.20	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0.20	0.25
HTU_2929.t1	54.12	63.88	76.12	59	52.25	101.57	21	99	57.62	26.62	21.25	16	2	3	2.25	5.25	2.25	2.62	3.62	5.75	3
HTU_2929.t2	54.12	63.88	76.12	59	52.25	101.57	21	99	57.62	26.62	21.25	16	2	3	2.25	5.25	2.25	2.62	3.62	5.75	3
HTU_3365.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_2386.t1	49.67	36.08	80.00	49.87	35.17	97.83	26.75	71.50	120.41	60.67	63.50	97.50	74.17	103.83	124.16	91.67	101.67	67.67	88.00	82.75	104.17
HTU_3175.t1	0	0.11	0.12	0.20	0.12	0.17	0	0	0	0.10	0.46	0.27	1.50	2.14	1.51	0.71	2.87	1.31	1.36	1.37	1.67
HTU_3157.t1	0	0	0.25	0	0	0	0	0	0	0	0	0	1.67	5.28	3.17	3.28	2.53	1.83	0.50	0.98	1.08
HTU_3617.t1	2.67	3.33	2.33	3.83	5.00	1.33	0	2.67	3.17	0	0.50	0	0	0.50	1.50	0.83	0.83	0	1.83	1.83	0.67
HTU_3411.t1	0.98	0.70	0.42	3.18	3.37	2.93	18.35	0.90	1.61	14.30	0.87	0.73	65.44	47.95	16.02	43.75	102.63	39.49	39.35	24.16	34.51
HTU_2876.t1	79.50	67.25	28.50	77.25	51.75	38.25	65.25	60.75	18	14.50	12.50	6.50	9	8.75	6.50	7.25	8.75	7	11.25	21	10.75
HTU_2876.t1.1.5f2ccb44	131.49	128.01	50.97	142.97	101.68	70.67	84.60	103.52	31	31.56	29	13.77	14.39	11.75	6.50	13.85	10.38	9.12	14.50	27.60	13.10
HTU_2876.t1.2.5f2ccb44	130.49	127.51	49.97	141.47	101.18	69.17	80.60	102.02	30	31.06	29	13.77	13.89	11.25	6.50	13.85	10.38	9.12	13.50	27.60	13.10
HTU_2876.t1.3.5f2ccb44	78.50	64.75	27.50	74.75	51.25	36.75	61.25	56.25	17	14	12.50	6.50	9.50	7.25	4.50	7.25	7.75	7	10.25	18	12.75
HTU_2374.t1	1	0	17.50	2	1	28.50	0	0	0	2	0	1	0	1	0.50	0	1	0	1	4	4
HTU_3196.t1	3	0	0	2	1	1	0	0	2	0	1	0	7	6	7	27	74	24	11	14	6
HTU_2677.t1	1801	1829	1057	1769	1370	1184	1334	1109	1006	688	777	689	309	302	318	571	478	264	142	137	152
HTU_2939.t1	30.79	6.99	12.58	30.56	6.78	18.52	2.87	48.78	42.19	0	9.67	14.85	33.72	52.38	6.72	14.43	12.19	6.76	10.22	4.17	14.87
HTU_2974.t2	493	531.75	523.92	475.75	472.20	650.17	336.75	409.68	556.92	242.50	231.21	292.00	84.92	57.21	53.25	68	70.42	78	90.58	89.50	96.50
HTU_2974.t1	492	531.25	523.92	474.75	471.70	650.17	336.75	409.68	556.42	242.50	230.71	292.00	84.42	57.21	52.75	68	70.42	78	90.08	89.50	96.50
HTU_2407.t1	108	121	138	84	100	153	34	122	114	137	169	224	35	74	83	93	184	96	193	231	196
HTU_3372.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_2658.t1	270	147	199	321.50	144	236	87.25	499.50	173.50	222.83	478.14	124.50	440.50	457.50	412	474	590.50	420	394	471	406.33
HTU_2658.t2	190	94.50	125	208.50	97.50	161	28.50	343	103.50	114	268.50	68.50	238	267.50	241.50	318.50	383	261	244	282	253.50
HTU_2539.t1	1428	846	838	1344	728	1062.50	357.60	740.50	802	505.50	364.45	497	291	409.58	425.60	478	606	318.50	417	386	432.50
HTU_3525.t1	1129	907	1020	1309	756	1321	45	538	1088	60	51	97	2730.00	3260	3738	2377.00	3267	2690	3971	4326	4020
HTU_2787.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50	3	0	1	0	0
HTU_3544.t1	75	115.50	120	96	125	161.17	123	81	146.83	35.50	22	36.83	8.50	6.50	13.50	9	13.50	4	21.33	29	15.50
HTU_3137.t1	2125.50	2272	1143.50	2098	1718	1333.50	588	818	1159	365	417	633	1454	2207	1770	2334	2480	2196	1448	1535	1489
HTU_3230.t1	0.50	0	0	1.50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_2430.t1	3	2	0	9.50	1	3.50	0	1	1	1.50	0.50	1	95.50	103.50	112	79	76	55.50	83	85.50	79.50
HTU_2794.t1	0	0	0	0	0	0	0	0.33	0	0	0	0	1.08	1	0.50	1.50	0.50	0	0.50	0.33	0.50
HTU_2881.t1	161	227	178	202	264	246	383	150	106	91	87	93	7913	6075.00	8045	6278	8887.00	3910.00	18709	22973	19991
HTU_3515.t2	114.50	236	104.50	125	179.50	119.50	78.50	105	152	73	34	51	221.50	293	254	246	360	220	216	220	230.50
HTU_3515.t1	225.50	402	177.50	221	320.50	225.50	106.50	165	253	95	53	71	337.50	412	383	415	555	341	331	336	354.50
HTU_3676.t1	0.53	0.45	1	1.22	0.70	1.33	0.50	0	0	0	0	0	0.50	1.52	0.93	5.14	3.33	1.14	4.28	0.29	1.55
HTU_2291.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HTU_2595.t1	0	0	0	0	0	0	0	0.50	0	0	0	0	1	0	0	0	0	0	0	3	0
HTU_3118.t1	21.50	41	11	25.50	31.50	20	13.50	5.50	42.25	21.50	8.50	51	2	0.50	9	2	4.50	1.50	3.50	5.00	8
HTU_3207.t1	229.33	236.83	170.08	231.00	168.50	220.17	29.33	101.17	105.17	12.33	9.17	11.33	0.50	1.50	4.67	15.67	22.33	2.67	6.67	8.17	13.17
HTU_3259.t1	59.44	61.50	66.71	60.87	47.42	86.15	15.67	33.83	45.77	19.29	12.54	16.96	9	7.33	13.12	13.15	16.77	15.22	17.42	16.92	15.04
HTU_3259.t2	105.02	135.42	112.41	107.62	109.17	114.73	57.75	89.67	59.02	97.96	123.46	70.21	43.92	47.67	42.12	42.56	57.19	42.55	56.75	51.67	59.87
HTU_2345.t1	0	0.33	0	0	0	0	0	0	0	0	0	0	4.00	5.83	1.17	4.67	5.83	1.33	14.67	24.08	14.17
HTU_3033.t1	2510.25	2829.87	1768.41	2377.11	1873.05	1992.90	694.40	1246.96	1651.16	274.81	290.46	428.51	273.04	255.81	346.79	627.16	742.72	323.52	340.53	317.97	325.08
HTU_3033.t1.1.5f2ccb58	2477.25	2773.87	1752.41	2341.11	1849.05	1964.90	689.40	1235.96	1632.16	272.81	285.46	424.51	271.04	255.81	344.79	620.16	732.72	321.52	338.53	315.97	324.08
HTU_3033.t2	1649.64	1832.31	1092.98	1499.98	1132.98	1227.48	396.66	759.32	972.65	133.00	150.00	217.33	121.33	111.33	157.00	380.66	449.66	150.00	159.00	149.00	153.33
HTU_3279.t1	0	0	0	0	0	0	0.67	0	0.14	0	0	0	0	0	0	0.39	1.22	1.05	1.16	0.43	0.72
HTU_2483.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_3695.t1	0	0	0.14	0	1.11	0	0	0	0	0	0	0	1.02	32.10	1.48	5.46	7.17	0.32	2.72	1.70	1.57
HTU_3111.t1	384	448	496	396	413	627	252	376	687	165	131	206	61	54	76	57	86	65	84	83	65
HTU_3474.t1	375	535	341	379	422	400	76	278	370	97	141	125	444	407	678	891	1012	540	483	457	442
HTU_2559.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HTU_3644.t1	0	0	0	0	0	0.50	0	0	0	0	0	0	0	0.25	0.25	1.25	0	1	1.25	0.50	0.33
HTU_2363.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0
HTU_2754.t1	339.17	293.17	221.50	347.50	247.67	238.50	58.33	166.83	413.00	169.17	192.50	358.67	372.33	775.33	398.17	426.33	490.23	436.00	394.33	305.50	347.83
HTU_3009.t1	0	0	0.20	0	0	0	0	0	0	0	0	0.20	0	0	0.85	1.05	0.45	1.00	34.00	74.85	15.80
HTU_2977.t1	1	4	1	1	2.50	0	0	0.50	1	0	0	0.50	39.50	144	82	216.50	296.50	155	95.50	86	88.50
HTU_3541.t1	4.50	4.50	1	2.50	2	3.50	0	0.50	0.83	0	0.50	0.83	0	1.50	1	0	2	2.33	2.50	1.50	10.50
HTU_3570.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_2443.t1	2336	2708.00	2826	2242	1908	3109	800	2211	2287	468	451	463	157	200	211	234	401	253	215	247	195
HTU_3271.t1	0	0	0	0	0	0.14	0	0.50	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_2676.t1	7	27	5	11	32	4	0	3	6	1	2	0	430	643	502	791	917	481	504	531	447
HTU_3190.t1	0	0	0	1	0	1	0	0	0	0	0	0	3	9	5	2	6	4	12	10	8
