H_tub_ID	HT16cellA	HT16cellB	HT16cellC	HT32cellA	HT32cellB	HT32cellC	HT4cellA	HT4cellB	HT4cellC	HTEGGA	HTEGGB	HTEGGC	HTGA	HTGB	HTGC	HTMBA	HTMBB	HTMBC	HTPRA	HTPRB	HTPRC
HTU_16481.t1	96	131	55	49	55	60	9	44	72	9	13	12	8	14	21	41	53	18	32	17	24
HTU_15251.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0
HTU_15534.t1	0.48	0.91	0.29	1.00	1.17	0.86	0.31	0	0.29	0	0.29	0.14	2.38	2.25	4.32	6.52	5.25	2.33	3.38	3.33	1.76
HTU_14955.t1	0	0	0	0	0	0	0	3.50	0	0	0.50	0	0	0	0	1	0	0	0	0	0
HTU_15327.t1	11	12.50	16.50	6	4.50	21.50	1.50	4	45	0.50	1	7	5.50	10.50	2.50	1.50	1	2	1	6	2
HTU_15327.t2	11	12.50	16.50	6	4.50	20.50	1.50	4	43	0.50	1	7	4.50	10.50	2.50	1.50	1	2	1	6	2
HTU_17083.t1	0	0.50	0.50	0	3.12	0.50	0	0.11	0	0	0	0	0	0	0	0.50	0	0	1	0	0
HTU_15831.t1	0.50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HTU_17222.t1	0	0	0	0	0.50	0	0.50	9	0	0	0.50	0	1	5.50	0.50	49	23	3.50	1	1.50	6
HTU_17226.t1	0	0.20	0	0	0.67	0.33	0	0	0	0	0	0	0	0.33	0	0.67	2.70	1.33	0.33	0.33	0
HTU_16759.t1	1209	1182.20	886	1039.50	832.50	956	512	861.50	1122.00	287.50	270.50	402	79	82	125	228.50	155	79	171	136	148
HTU_16250.t1	0.33	0	0	0.77	0.33	1.00	0.67	0	0	0.50	0	0.33	9.08	7.67	33.67	17.08	18.02	6.17	30.95	20.33	30.17
HTU_16614.t1	630	717.10	502	653.11	567	627.32	607.10	560.22	549	207.43	260.52	204.43	179.33	133.08	167.30	176.94	154.76	173.53	180.48	221.40	194.18
HTU_16266.t1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	1	2
HTU_16112.t1	76.36	92.56	138.68	84.50	99.60	197.44	1	29.27	29.47	1.20	3.75	11.08	36.69	72.28	119.15	251.52	176.41	68.72	153.95	164.44	117.86
HTU_15042.t1	3351	3194	3411.00	3952	3124	4055	1105	2813	2560.00	2456	1244.00	737	2030.00	1180.00	1407	2147	2341	2059	2506.20	3023.00	2386
HTU_16803.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	3	3
HTU_16548.t1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
HTU_15339.t1	0	0	0	0.50	0	0.33	0	0	2	1	0	0	0.67	0	2.83	0.50	0	0	1	0.50	0
HTU_15454.t1	985	1455	879	994	1310	941	425	783	1154	174	173	145	3	3	5	15	14	6	0	10	1
HTU_15305.t1	193.73	239.33	160.17	188.17	165.50	182.00	85.50	135.00	198.50	44.17	56.17	73.17	30.33	29.67	29.83	38.33	88.00	30.50	52.83	61.00	46.17
HTU_16542.t1	0	0	0	0	0	0	0	0	0	0	0	0	6	3	7	3	5.50	2.50	6	5.50	8
HTU_15448.t1	0	0	0	0	0.50	0	0	0	0	0	0	0	1	6	6.50	2	1.50	2	71.50	67.50	58.50
HTU_15145.t1	4	0	0	6	1	0	0	0	1	0	0	1	3	0	2	0	1	0	1	0	1
HTU_16734.t1	4.23	0	2	0.95	1.40	1.15	3.08	1.67	1.08	0.83	0.50	0.20	0.20	0	0	0.45	1.03	0	0	0	0
HTU_17009.t1	25.22	10.90	10.15	24.32	11.58	10.70	18.95	3.22	33.43	1.50	2.85	13.83	1.82	0	0.83	4.00	13.30	2.77	4.70	2.57	5.52
HTU_16468.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_15863.t1	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_17006.t1	0.50	0.50	0	0	0.50	0	0	0	0	0.50	0	0	0.50	0	0.50	1	0.50	0	0	1	1.50
HTU_15395.t1_HTU_15396.t1	377	395	229	291	431	253	211	361	592	409	486	856	29	25	22	257	86	37	19	31	17
HTU_16202.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	1	1
HTU_16053.t1_HTU_16058.t1	14	25	7	8	19	15	8	7	20	6	8	15	68	26	15	68	29	27	33	32	26
HTU_15858.t1	0	0	0	0	0	0	0	0	0.17	0	0	0	0.17	0	0	0	0.33	0	0	0	0
HTU_15885.t1	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_16796.t1	403.25	428.42	294.83	382.17	209.67	336.25	36.83	183.50	182.17	49.83	77.33	69.83	8.67	9.00	17.17	55.50	62.33	17.67	13.83	11.83	11.67
HTU_16076.t1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0.33
HTU_16611.t1	131.17	156.83	149.50	154.17	153.50	165.75	59	176.17	88.67	50.67	111.83	42.67	169.50	230.00	122.00	154.67	238.83	63.17	557.67	628.17	542.50
HTU_15135.t1	2632.00	3441	2319	3213.00	2337	2889	315	1578	1387	284	306	202	1144	1306	1568.00	1814	2049	1191.00	1860	1987.00	1989
HTU_15422.t1	2	1	3.50	3.25	2.12	5	0.70	1	0.17	0.70	0.50	1	373.17	1090.67	970.50	757.58	855.50	582.65	613.17	569.25	584.08
HTU_15401.t1	10.25	3.07	20.86	11.11	4.00	11.05	3.24	11.50	13.47	1	2.58	0.10	11.38	25.65	14.85	31.28	23.18	16.65	16.91	18.07	21.66
HTU_17092.t1	0	0	1	0	0	0	1	0	0	0	0	0	2	6	2	2	2	0	0.50	0	1
HTU_16277.t1	349.92	355.53	326.89	381.12	323.31	408.40	210.58	280	202.53	70.17	80.12	67.39	11.92	17.14	19.77	28.96	44.91	17.51	26.21	22.59	16.10
HTU_16689.t1	11	11	9	9	7	19	2	12	10	3	5	1	1	1	0	3	3	3	2	1	1
HTU_16894.t1	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0.50	0	0	0.33	0	0	0	0
HTU_15385.t1	14	12	4	6	6	1	3	1.50	3	0	0	0	4.33	8	5	11	16.83	4	1.50	1	1
HTU_16851.t1	1.25	6.95	2.50	2	6.58	2.00	0.58	3.23	4.50	0.50	0	1	0	0.33	0	0	4.03	0.33	0.33	0.67	0.17
HTU_17085.t1	3	1	3	6	0.33	4	0	1	0	0	0	0	0	0	0	0	0	0	1.50	1	0
HTU_16089.t2	805	964.50	973.50	941.25	815.67	1172.75	294.50	564.75	627.17	488.58	524.25	603.67	280.08	274	297.00	392	437	255.50	252.12	286	273.62
HTU_16089.t1	805	964.50	973.50	941.25	815.67	1172.75	294.50	564.75	627.17	488.58	524.25	603.67	280.08	274	297.00	392	437	255.50	252.12	286	273.62
HTU_16321.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.50	0	0
HTU_15175.t2	0	0	2	0	0	0.50	0.25	0	0	0	0	0.50	9.50	1.75	11.50	0.75	0.50	0.75	214.75	210	262.85
HTU_15175.t1	0	0	2	0	0	0.50	0.25	0	0	0	0	0.50	9.50	1.75	11	0.75	0.50	0.75	203.75	204.50	255.25
HTU_16923.t1	4.33	0.33	0	5.33	0.33	3	0	0	1.50	0	0	0	5.00	0	23.67	28.25	16.67	8.33	11.50	11.33	9.00
HTU_15660.t1	917.33	1012.50	624.17	1001.25	707.00	766.50	121.50	473.67	695	123	156.50	185.50	94	99.50	111	160.67	186.50	92.50	120.50	126	114.50
HTU_14972.t1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
HTU_16936.t1	19.50	28.50	10.75	14.50	24.50	17	16	12	11.50	10.33	10.50	9.50	846.83	901.33	904.00	758.67	820.25	377.25	1578	1795.08	1617.25
HTU_16314.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0	0
HTU_15421.t1	1754.50	2374.70	3017.25	1840.40	2189.63	3472.37	1777.68	2488.30	2649.83	341.67	348.50	370.00	435.30	690.50	631.83	417.00	579.83	441.97	424.08	365.50	392.97
HTU_16686.t1	1024	960	920	1061	852	1201	608	1076	1364.00	327	371	465	372	381	493	414	453	353	357	408	371
HTU_16878.t1	1.83	0.51	1.11	1.54	0.41	1.22	0.20	0.63	2.03	0.10	0.20	0.50	0.72	0.81	0.82	0.91	1.44	0.62	0.40	0.31	0.30
HTU_15848.t1	1095	1089	1013	1279.00	973	1371.00	159	776	836	118	98.00	115	232	329	303	439.00	569	326	300	284	322
HTU_14993.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_15795.t1	0	0	0	0	0.50	0	0	0	0	0	0	0	0	0	0.50	0	0	0	0	0	0
HTU_15349.t1	2	1.50	0	2.83	0	0.50	0	0.50	0	1	0	0	4.50	1	0	7.50	6.75	4.83	3.48	0	7.50
HTU_15342.t1	107	103	42	120	71	46	4	35	44	3	8	3	4	6	5	9	15	7	4	6	2
HTU_17211.t1	76.50	85.33	38.17	81.00	59.33	47.50	25.00	8.83	0	7.33	2	0.50	57.17	15.67	123.67	147.50	124.17	51.83	57.67	73.67	66.50
HTU_15688.t1	0	0.50	0	1.50	0	1	1.50	1	1	0	0.50	2	0	0	0	0	0	0	0	0.50	0
HTU_14898.t1	0	0.56	0.48	0.33	0.50	1.12	4.16	8.70	0.67	0.33	2.97	0	8.61	13.57	10.81	25.70	15.80	11.06	24.40	13.43	19.28
HTU_16695.t1	887	943	785	930.00	718	927	230	870	752	798	594	430	266	358	339	488	490	354	272	300	289
HTU_16585.t1	198	52	127	228	44	156	39	67	130	57	41	47	100	139	99	187	115	87	134	174	112
HTU_15086.t1	411.50	683	281	471.50	548.50	335	125	1140.50	170	385	809.33	146	104	139	136	137	149	104.50	184.50	209	229
HTU_14983.t1	6321	5350	5922	6362	4014	7043.00	1644	5237	5761.00	6196	6577	7391	1757	2595	2248	2065	2457	1912	2123	2330	2106.00
HTU_15698.t1	3885	4031	3739	4226	3796.00	4643.00	1398	3286	4421.00	3089.00	2724	4218.00	1030	1276	1869.00	1362.50	1726	1078	1614	1368	1617
HTU_15509.t1	331	347	246.00	359	288	321	71	243	328	335	198	244	317	514	328	466	610	450	267	371	229
HTU_15243.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_15638.t3	34.00	30.50	14.50	39.33	28.00	19.75	5.83	16.50	11.00	0.17	11.00	2.67	1.00	1.83	3.33	9.67	8.17	0.83	3.33	3.17	2.00
HTU_15638.t1	34.00	30.50	14.50	39.33	28.00	19.75	5.83	16.50	11.00	0.17	11.00	2.67	1.00	1.83	3.33	9.67	8.17	0.83	3.33	3.17	2.00
HTU_15638.t2	34.00	30.50	14.50	39.33	28.00	19.75	5.83	16.50	11.00	0.17	11.00	2.67	1.00	1.83	3.33	9.67	8.17	0.83	3.33	3.17	2.00
HTU_16306.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_14960.t1	2	1.17	1.25	1.25	2	4.25	1.25	1.50	2	0.50	1	2	11.83	2.25	0.50	6.50	1	0	4.50	13	6
HTU_17001.t1	817.64	2704.50	630	854.50	2379.50	771	106.50	7.50	12.50	123.50	2	1.50	19	2	51.50	135	574	125	63	66.50	36
HTU_15223.t1	129	99	95	100	100	124	137	85	91.00	70	43	51	205	67	138	11	13	11	817	927	719
HTU_14953.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0.50	0
HTU_16792.t1_HTU_16789.t1	12.25	90.75	36.39	14.57	75.81	63.04	9.52	11.07	6.98	4.53	1	0.90	1.50	0.58	0	0.85	11.83	0.83	3.33	2.20	3.39
HTU_16026.t1	355.28	353.73	444.34	400.15	352.33	552.20	340.24	322.54	358.89	70.22	48.59	37.38	3568.08	7906.75	5625.35	6241.72	8013.40	4394.68	4921.37	6183.55	4805.82
HTU_15435.t1_HTU_15433.t1	110	104	95	82.50	80.42	112.00	45.50	145.50	64	34	35.50	29.83	49	54	49	81.50	85.10	83.12	42.50	43	47.67
HTU_15358.t1	107	100	243	118	137	318	362	153	367	369.50	107	308	491	432	653	336	458	251	559	435	508
HTU_16551.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_15264.t1	7.50	3	15.17	7.50	1.17	19.67	26.83	23.50	10.50	1	3	2.50	3.33	4.50	22.00	1.50	0.50	1.17	3.17	4.50	1
HTU_14949.t1	31.50	43.50	38	32.17	44.50	41.50	161.50	67	49	32.33	24.50	26	645.67	648.67	649.67	603.17	752.60	310.50	1029.33	1137.83	1091
HTU_16115.t1	309	146	130	306	106	135	26	98	123	63	19	34	80	158	139	178	245	186	97	99	98.00
HTU_14989.t1	59	62	54	66	61	45	22	32	60	8	6	12	1	1.50	2	35	40	5	4	3	7
HTU_15035.t1	277	327	221	558	559	685	173	214	238	200	161	212	14514	20526	14493	16129.33	22695.00	13230	10214	9126	9025
HTU_15573.t1	993.35	1309.23	1086.52	979.17	894.83	1136.92	180.67	745.23	1067.33	107.67	67.50	143.33	244.33	189.17	258.83	445.93	194.42	118.50	655.67	702.42	642.33
HTU_15097.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0	0	0.50	0.50
HTU_16218.t1	87.92	180.26	51.86	91.62	162.95	53.84	41.75	135.08	175.55	22.29	41.57	42.89	43.70	56.94	46.27	53.50	85.81	43.05	126.84	121.74	138.01
HTU_16218.t1.1.5f2ccc38	87.92	179.26	51.86	91.62	162.95	53.84	41.75	135.08	175.55	22.29	41.57	42.89	42.70	56.94	46.27	52.50	83.81	43.05	126.84	120.74	138.01
HTU_16545.t1	2	0	0	1	1	0	0	0	0	0	0	0	308	555	565	332	471.00	364	276	205	177
HTU_15129.t1	1.00	3.50	0.50	2	1.33	0.50	0	0	2.50	0.33	0	4.17	0.50	2.83	3.50	2.83	2.67	1.67	1	1.83	0
HTU_15431.t1	136.50	160.50	94.33	140.50	86.50	110.17	11.50	65.00	75.67	11	7.33	22	7.50	6.17	15	25.67	45.33	12.00	10.50	10.50	7
HTU_14988.t1	0	1.50	0	0	0.50	0.33	0	0	0	0	0.50	0	2	2.50	1	2.50	5	3.50	0	0	0
HTU_15022.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_16612.t1	221.83	321.67	293.50	234.83	298.50	348.75	165.00	246.50	290.83	155.83	166.67	184.33	521.00	418.50	311.50	342.33	462.17	169.33	1133.33	1292.33	1215.50
HTU_16073.t1	6.11	1.17	0.20	7.70	1.77	0	0.17	0.50	0	0.14	0	0	10.16	7.19	10.05	24.34	27.52	20.78	1.79	6.70	4.90
HTU_16892.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	1	0	1.11	0.14
HTU_17118.t1	0	0	0.50	0	0	0	0	0	0	0	0	0	7	17.25	16	13	21.25	18	12.50	10.50	16.50
HTU_16437.t1	503.00	553	481	476.00	420	567	129	440	449	277.50	546	380	26	71	35	76	64	79	50	90	40
HTU_15386.t1	689	970	383	690	937	413	106	393	357	70	83	56	67	106	53	78	134	63	15	13	11
HTU_15239.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	1	0	0	0	0
HTU_17160.t1	0	0	0	0	0.17	0	0	0	0	0	0	0	0.17	0.67	1.33	0	0	0.50	0.83	0.20	0
HTU_15352.t1	0	0	0	0	0	0	0	0	0	0	0	0	1.50	0.50	1	1.50	0.50	0.50	1.33	0.50	0.50
HTU_15736.t1	0.33	0	0.17	0	0	0	0	0	0	0.33	0	0.33	0.50	0	0	0	0.50	0	0	0	0
HTU_15881.t1	0.33	1.33	1.00	1.33	1.67	0.33	1.33	1.67	0	0.33	0	0.67	8.67	2.50	5.50	9.00	3.00	6.33	2.67	3.00	3.67
HTU_16080.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HTU_15612.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	2	0	0
HTU_16386.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0	0	0	0
HTU_16757.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
HTU_15439.t1	0.77	0.77	0.50	2.69	2.74	2.12	15.47	0.66	1.33	12.62	1.39	0.55	53.66	40.08	14.10	35.07	89.12	30.33	35.04	19.65	27.19
HTU_15439.t1.1.5f2ccc31	0.77	0.60	0.25	1.82	1.79	1.17	11.32	0.66	0.78	6.10	1.39	0.18	28.21	26.44	8.13	22.28	51.48	18.59	19.79	12.96	18.75
HTU_16910.t1	0	0	0	0	0	0	0	0	0.12	0	0	0	0.91	0	1.90	9.92	0.38	15.23	13.92	22.32	30.51
HTU_16360.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0	0	0
HTU_16156.t1_HTU_16158.t1	112	142	184.00	136	136	203	78	83	128	9	7	8	21	11	9	21	31	17	15	20.00	23
HTU_16819.t1	0	0.50	0	1.50	0	0	0	0.50	0	0	0	0	5	5	2.50	4.50	23	10.50	14	21	18
HTU_16819.t1.1.5f2ccc55	0	0.50	0	1.50	0	0	0	0.50	0	0	0	0	8	5	2.50	7.50	22	10.50	21	24	20
HTU_16495.t1	48	52	25	48	30	33	40	26	66	11	8	23	168	309	199	494.50	535	434	153	188	161
HTU_15785.t1	0.67	0	0	0.33	0	0	0	0	0.33	0.33	0	0	0	0	0	0	0	0	0	0	0
HTU_16827.t1	589.00	1300.00	312.00	398	747	260	99.00	691	764	45	89	85	579.00	594.00	572.00	508	487.00	339.00	1511.00	1505.00	1570.00
HTU_16304.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_15708.t1	575	955	479	568	699	629.00	153	277	425	86.50	97.50	164	150	177	258	377	485	233	298	230	264
HTU_15616.t1	1.60	0	0	1	0	1.33	5	0	0	1	0	0	3	7	3.00	4	1	1	5	2	0
HTU_16188.t1	552.17	560.33	566.83	505.83	526.67	618.50	305.17	344.50	552.67	69.17	50.50	75.33	337.50	376.50	422.67	430.50	504.17	306.50	403.50	431.33	395.17
HTU_17166.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_14896.t1	0	0	0	0	0	0	0	0	0	0	0	0	0.20	0	0	0	0	0	0	0	0.33
HTU_16272.t1	0	0.10	0	0.11	0	0.32	0.10	0.22	0	0.43	0.52	0.43	0.33	1.08	1.30	1.94	0.76	0.53	2.48	1.40	1.18
HTU_15085.t1	0.40	0.33	0	0.11	0.31	0.50	0.53	0	0.53	0	0.50	0	0	1	0.11	1.33	1.53	0.50	0	2.03	0
HTU_15752.t1	704.91	505.99	569.17	658.58	384.43	619.33	105.67	370.16	823.07	55.42	35.95	47.67	100.67	117.83	116.83	114.17	75.33	65.75	133.50	148.08	167.78
HTU_16520.t1	456.75	456.25	550	515.50	493	703.50	236.50	400.50	495	43.75	13.50	20.50	79.50	81.50	63.50	174.25	204.50	119.50	79	71.50	70.50
HTU_16520.t1.1.5f2ccc52	468.75	500.25	580	527.50	514	743.50	242.50	436.50	528	44.75	14.50	22.50	85.50	84.50	64.50	182.25	212.50	128.50	82	74.50	79.50
HTU_15075.t1	2057.20	2221	2325.00	2301.50	1951	2832.77	500.33	1913	2458	1628.60	1229	820	1498.67	1866.40	2102	1595	2398.12	1526.57	1601.12	1610	1617.91
HTU_16809.t1	369.00	514	714	339	387	795	145	355	667	36	43	69	466	456	483	471	519	356	618	675	613
HTU_15231.t1	7	6	4	3	10	13	3	2	8	6	4	2	11	5	12	7	14	8	283	466	353
HTU_15456.t1	707	1629	1434.00	746	1292	1621	508	449	747	162	39	55	278	498	507	411	493	368	674	772	676
HTU_15789.t1	0	0	1	0.50	0	0	0	0	0	0	0	0	2.50	2	2	2	3.50	2	4.50	7.50	5.50
HTU_16455.t1	2	1	0	0	0.50	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
HTU_17101.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0
HTU_17082.t1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.50	0.50	0	0	0
HTU_15557.t3	5287.62	5839.58	2887.88	5618.51	3354.70	3608.85	486.35	2377.65	2626.14	311.17	333.87	414.98	414.61	585.37	648.12	893.60	1295.14	644.49	450.08	471.30	424.42
HTU_15557.t2	4873.16	5402.56	2472.89	5158.59	2975.19	3111.95	412.95	2002.88	2167.80	234.17	251.47	311.43	338.82	478.08	546.17	814.07	1190.44	545.34	395.08	401.15	356.52
HTU_15557.t1	5245.56	5794.55	2868.08	5571.18	3322.98	3582.37	482.55	2362.67	2602.59	309.57	331.27	411.03	408.61	573.27	638.17	878.07	1268.84	637.54	442.48	462.55	415.92
HTU_15557.t3.1.5f2ccc48	5288.87	5841.33	2888.26	5621.51	3355.95	3610.35	486.35	2377.77	2625.89	311.17	333.87	415.23	415.11	585.12	648.37	893.97	1296.14	644.74	450.08	471.55	424.42
HTU_15557.t3.2.5f2ccc48	3860.04	4252.24	2401.38	4200.67	2784.45	2975.26	407.85	2024.65	2251.14	271.92	295.32	372.48	373.11	515.62	554.12	674.60	978.64	536.24	373.58	398.55	363.92
HTU_15557.t3.3.5f2ccc48	3861.29	4253.99	2401.76	4203.67	2785.70	2976.76	407.85	2024.77	2250.89	271.92	295.32	372.73	373.61	515.37	554.37	674.97	979.64	536.49	373.58	398.80	363.92
HTU_15365.t1	0	1	0	0	1	0	0	0	1	1	0	0	13	6.83	9	34.67	44.50	28	5	3	53.50
HTU_16469.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HTU_15208.t1	761.30	779.50	783.50	785.23	577.93	945.50	137.50	460.83	648.33	104	84	132.00	357	336.92	494.83	564.17	609.50	441.83	569.50	587.67	552.67
HTU_15488.t1	0	0	1	1	1	0	1	1	0	2	0	0	1	0	0	3	23	2	2	0	0.50
HTU_15170.t1	1	0.50	0	1.50	0	0	1	0.50	2.50	0	0.50	3	3.50	0	1.50	1.50	5.50	0.50	0	0.50	0
HTU_15992.t1	0.22	0	0	0.46	0.10	0	0	0.11	0	0	0.20	1.58	15.04	10.60	5.81	16.51	8.24	8.73	14.76	2.32	18.25
HTU_16396.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_17127.t1_HTU_17146.t1_HTU_17149.t1	976.67	808.83	1006.67	966.33	627.37	1282.00	339.83	742.33	1275.17	314.00	233.83	345.83	154.17	244.50	198.50	232.00	242.67	176.00	159.00	235.00	148.83
HTU_15674.t1	30	0.50	0.50	33.75	0	2	0.50	3	1.25	4.50	1	2.50	13	0.50	0	11.50	0.50	0	3	6	3
HTU_16502.t1	1256	1742.50	1803	1383.50	1785	2247	1262	1231	2190	527	349	536	626.50	493	455	648	665	264	654	549	711
HTU_15382.t1	12	12	14	14	8	16	3	8	21	5	2	1	76	88	101	84	88	91	107	116	100
HTU_16547.t1	0	1	2	2	0	3	0	0	1	0	0	0	0	0	0	1	2	0	2	2	11
HTU_17202.t1	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0	0.50	1	0	0.50	0.50	0	2
HTU_17010.t1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18.83	4	6.83	0
HTU_16919.t1	3.33	1.33	6.50	11.33	0.33	8	0	0	4.50	0	0	1	20.00	0	39.67	81.75	49.33	41.83	41.50	29.33	29.50
HTU_15355.t1	1	2	0	0	1	0	0	0	0	0	0	1	3	0	0	5	3	0	3	1	2
HTU_17217.t1	0.50	1.50	1.50	0.50	0	2	0	0.50	0	0	0.50	1	0.50	1.50	0.50	0	0	0	0	0	0
HTU_16874.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0.82	0.54	0.21	0.11	0	0
HTU_15517.t1	0	0	0	0	0	0.50	0	1	0	0	0	0	0	0	0.83	0.50	2.50	0.50	0	0.50	0
HTU_16116.t1	1246	2086.00	1149	1377	1637	1464.00	230	901.00	1787	983	825	1630	718	1059	668	691	1304.00	662.00	504.00	479	475
HTU_15111.t1	2	1.50	2	3	2	2	0	4.50	1.50	0.50	0	1	0	0.50	0	7.50	8.50	0.50	3	1.50	0.50
HTU_14890.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTU_15430.t1	80.50	115	65	98	69	61.50	11.50	28.50	55.17	6	10.50	14	6.50	4	5.50	14.50	22.50	7	3.50	6	4.50
HTU_15846.t1	3	4	1	3	4	2	3	2	1	1	0	0	7	2	4	11	13	4	3	1	2
HTU_15153.t1	0	0	0.33	0	0.50	0.92	0.14	0.58	1.19	0.36	0.25	0	0.50	0	0	0.67	0	0	0	0.25	0.83
HTU_15760.t1	127	45	168	135.50	32	175	79	89	13	20	17	2	27	27	37	222	133	143	41	35	46
HTU_16538.t1	0	0	0	1	0	0	0	0	0.50	0	0	0	2	1	0	0	0	0	0	0	1
HTU_16454.t1	151.00	188	208	204	128	216	31	86	67	18	23	12	63	81	81	95.00	129	76	128	124	143.00
HTU_16747.t2	44141.00	44997.25	46722.00	51325.75	44282.50	57320.50	59133.50	50037.50	55059.50	27416.50	27476.50	36732.50	70501.75	122164.50	93895.50	75880.25	107806.25	76854.50	39165.50	36803.75	37750.00
HTU_16747.t1	26167.00	26484.25	26537.00	30033.25	23867.50	32816.50	15680.50	28220.50	29625.50	11012.00	11431.50	14233.50	33799.25	62843.50	46922.50	40527.25	57409.25	39683.50	20810.50	19751.75	19308.50
HTU_16517.t1	6	3	0	10	3	4	6	3	5	0	0	1	50	32	68	141	191	120	90	94	102.50
HTU_15856.t1	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0.17	0	0	0.17	0	0	0	0
HTU_15880.t1	1	1	0.50	0	1	0.67	0	1	0	0.33	0	0	7.00	1.67	2.50	6.00	3.67	1.50	3.00	2.33	3.50
HTU_15916.t1	0	0.14	0	0.11	0	0.29	0	0	0	0	0	0	0.43	1.19	2.04	1.43	2.23	1.04	6.18	2.46	2.66
HTU_16593.t1	35.75	26.25	53.25	41.75	23.75	64	28.25	41.75	92	19	24.50	57.50	35.25	81.75	11.75	85	21	23.50	39.50	25	32
HTU_16593.t1.1.5f2ccc3a	30.75	21.25	45.25	32.75	19.25	49	14.25	35.75	65.50	13	13.50	36.50	21.25	51.75	6.75	57	14	14.50	31.50	18	24.50
HTU_16593.t1.2.5f2ccc3b	23.25	13.75	33.75	27.25	15.75	33.50	13.25	26.75	55	11	10.50	28.50	18.75	42.25	5.75	43	10.50	12.50	26.50	15	17.50
HTU_16593.t1.3.5f2ccc3b	22.25	13.75	33.75	27.25	15.25	33.50	13.25	26.75	55	11	10.50	28.50	18.75	42.25	5.75	43	10.50	12.50	26.50	15	17
HTU_14945.t1	6.50	1	1	2	2	3.50	13	10.33	13.83	10.83	4	11	91.00	54.50	120	61	85.58	62.50	616.48	765.64	533.17
HTU_16063.t1	171	226	165	180	207	193	235	115	128	131	172.00	160	24	52	24	77	102	40	33	22	26
HTU_14908.t1	103.17	117.58	34.50	106.92	61.83	49.00	8.75	32.67	27.83	8.58	9.33	9.00	1.83	2.08	5.17	12.50	14.58	3.17	7.92	5.92	5.42
HTU_14908.t2	174.67	183.58	65.00	192.42	110.33	89.50	12.75	64.67	51.83	16.58	18.83	17.50	3.33	7.08	11.17	21.50	21.08	4.17	13.42	9.42	9.42
