L_var_ID	LV16cellA	LV16cellB	LV16cellC	LV32cellA	LV32cellB	LV32cellC	LV4cellA	LV4cellB	LV4cellC	LVEGGA	LVEGGB	LVEGGC	LVGA	LVGB	LVGC	LVMBA	LVMBB	LVMBC	LVPRA	LVPRB	LVPRC
LVA_35921.t1	87.50	58	48.50	220.67	224.50	186.17	28	551.83	141	44	43.83	75	3255.00	2284.20	2845.93	8090.87	5989.67	10039.63	1049.25	865.67	881.33
LVA_36357.t1	5	1	1.50	6.50	3	6	2.50	3	2	0	0	2	612	165.25	287.50	202.50	178.50	337	336.50	519	405
LVA_36357.t1.1.5f2bf3b4	2	0	1.50	4.50	4	4	0.50	3	2	0	0	1	729	186.25	335.50	244.50	212.50	408	344.50	448	361
LVA_36535.t1	14	21	29	15	39	23	35	16	23	8	4	13	274	176	206	102	174	236.00	203	217	208
LVA_35784.t1	3497.50	4119.00	1771.50	2710.00	3583.00	5203.00	2202.00	1486.00	2327.50	1523	1657.50	1661	3320.00	2626	2454.00	2060.50	4109.50	3345.50	2246.00	1933.00	1846
LVA_36199.t1	14.67	10.36	73.97	21.70	33.50	2	24.84	18.10	32.85	6	3.33	0.50	59.28	53.74	82.97	175.83	59.28	24.83	100.07	120.93	29.28
LVA_35730.t1	0	0	0	0	0	1	0	0	1	0	1	7	0	2	1	4	1	1	2	1	0
LVA_37072.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_37017.t1	18.06	26.31	0.87	5.69	4.17	0.33	5.86	1.84	7.13	1.49	1.22	1.54	14.80	5.33	4.66	11.20	4.38	7.10	2.86	9.14	3.98
LVA_36358.t1.1.5f2bf3b4	12	15	18.50	18.50	21	40	8.50	20.50	36.50	4.50	12.50	26	163.50	100	94	73	63.50	59.50	94.50	69	103
LVA_36358.t1	12	15	17.50	18.50	21	40	8.50	20.50	36.50	4.50	12.50	25	174.50	102	95	73.00	66.50	59.50	96.50	69	108
LVA_36664.t1	44	64	25	21	100	60	24	25	31	6	6	10	97.50	52	32	86	50	52	14	35	41
LVA_37064.t1_LVA_37067.t1	66	56.50	100	150	169	69.50	65	146	130	8.50	58	13.50	332.50	166.50	194.50	130.50	176.50	361	273	208.50	227
LVA_37064.t1_LVA_37067.t1.1.5f2d42c7	40	43.50	60	93	94	46.50	48	95	88	6.50	35	11.50	206.50	108.50	130.50	81.50	107.50	225	184	124.50	150
LVA_35694.t1	651	796.67	448	394.33	775	511	404	501	502	249	370	382	538.67	316	317.33	256.33	254.67	345	274.67	217	179
LVA_36390.t1	0	0	0	0	0	1	0	0	0	0	0	0	0.50	2	0	1	0	0	0	0	0
LVA_36602.t1	11.50	11.50	7	13.50	13	4	0.50	7	18.50	2	7	78.67	487	308.33	233.75	90.50	87.50	21.50	361.50	399	434.67
LVA_35569.t1	193	280	212	102	125	323	52	106	118	22	16	17	88	51	45	41	36	26	91	107	102
LVA_36747.t1	55.50	64.63	34.95	177.15	161.93	323.90	666.97	181.07	105.10	30.53	35.23	31.53	970.34	584.40	830.06	1179.84	1069.32	1173.70	855.11	716.04	669.57
LVA_36747.t1.1.5f2bf3b8	54.00	63.63	34.45	174.65	158.93	317.90	659.47	177.57	103.60	30.53	34.73	31.53	964.84	576.90	819.06	1172.84	1064.32	1169.70	843.11	700.04	659.57
LVA_36747.t1.2.5f2bf3b8	55.50	64.63	34.95	177.15	161.60	323.90	665.64	179.07	105.10	30.20	34.90	31.20	968.34	583.40	828.73	1177.17	1067.99	1173.03	853.44	714.37	668.57
LVA_36747.t1.3.5f2bf3b8	54.00	63.63	34.45	174.65	158.60	317.90	658.14	175.57	103.60	30.20	34.40	31.20	962.84	575.90	817.73	1170.17	1062.99	1169.03	841.44	698.37	658.57
LVA_36747.t1.4.5f2bf3b8	54.00	63.63	34.20	174.40	158.93	317.40	657.72	176.82	103.60	30.53	34.73	31.53	962.59	575.40	816.81	1171.84	1062.82	1167.45	840.86	698.29	658.32
LVA_36317.t1	5.38	0	0.37	15.59	0.55	0.17	0.54	0.14	0	1.55	0	0	4.01	1.82	0.11	0	0.29	0.81	0.17	50.08	2.20
LVA_36504.t1	304	380	268	250	553	548	382	221	127	382	70	240	798	386	677	398	540	920	434	226	277
LVA_35582.t1	27	21	27	12	32	24	119	115	73	20	34	32	195	106	165	72	63	139	399	314	287
LVA_35630.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LVA_36293.t1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
LVA_36597.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
LVA_37045.t1	238	318	43	160	174	250	68	148	73.53	68.50	84.50	91	342	120.45	215	24.20	23	25.45	435	146	149.33
LVA_37101.t1	0	0	0	0.17	0	0	0.17	0	0	0	0	0	0	0.33	0	0	0	0	0.17	0.14	0
LVA_35798.t1	15057.94	18358.70	11352.11	12675.73	23259.31	16649.67	16340.50	16405.40	17624.25	5289.83	4025.33	4460.00	1963.11	1659.67	2191.00	2020.11	2375.44	957.37	1746.75	1368.20	1154.17
LVA_35750.t1	1704	1981	729	421	1488.00	1498	857	1585	1563	391	404	645	838	557	792	391	568	362	669	365	380
LVA_35818.t1	77	101	128	18	38	46	91.00	79	30	22	16	31	92	45	66	70	65	69	61	30	34
LVA_35833.t1	1825.97	2217.91	1704.20	1450.09	1909.30	1719.86	735.82	782.38	764.21	408.99	393.60	564.10	2729.51	1374.48	1585.75	2194.35	1550.92	2316.52	1120.54	623.66	678.32
LVA_35833.t1.1.5f2bf3ad	1876.97	2272.91	1702.20	1436.09	1894.30	1711.86	747.82	783.38	763.21	409.99	396.60	562.10	2754.51	1392.48	1594.75	2202.35	1554.92	2324.52	1131.54	639.66	689.32
LVA_35833.t1.2.5f2bf3ad	1813.97	2197.91	1691.20	1433.09	1880.30	1705.86	733.82	779.38	760.21	408.99	393.60	562.10	2726.51	1374.48	1586.75	2193.35	1563.92	2315.52	1144.54	626.66	698.32
LVA_37094.t1	170.81	178.22	136.71	99	231.86	65.67	131.97	78.03	85.67	213.93	104.77	125.60	501.24	302.16	353.60	160.99	198.67	191.72	587.42	489.17	460.01
LVA_35590.t1	0.75	0.50	1	0	0.50	0	0	2.83	0.75	1	0	0	0	2.33	0	0.50	1.33	2.33	0	5.67	2.17
LVA_35748.t1	0	0	0	0	3	0	0	1	0	7	0.50	0	1	1	2.50	0	2	0.50	0	0	1
LVA_36318.t1	20	27	22	22	216	19	34	74	27	19	44	71	1388	983	700	262	610	343	1765.00	1437.00	1724
LVA_36800.t1	0	0	0	0	0	0	0	0	0	0	0	0	0.10	0	0	0	0	0	0.33	0.33	0.33
LVA_35789.t1	3145	3257.50	3102	2075.50	4582.00	4574.00	607.50	1056.17	1815	586	432.50	195	1634	831.50	897.50	605	634	826	1035	860	852
LVA_35815.t1	198	254	337	47	103	129	216.50	182	96	48	54	104	384	140	194.50	238	191	168.00	160	90	82
LVA_36497.t1	3789.58	5394.92	3382.67	2787.17	6975.17	6694.37	2693	3420.00	3445.25	779.00	1035.50	1107.75	733.50	505	552.00	342.00	326	502	518.83	403	408.50
LVA_36451.t1	828	1215	512	353	1040	718	1316	626	731	371	1034	783	1095	866	626	337	279	397	815	467	458
LVA_35804.t1	573	806.50	271.67	221	343.50	341.50	484.50	340	410	1285.83	1204.50	977.50	328.50	299	321	60	87.50	78.50	490.50	470	312
LVA_36679.t1	1.11	0.33	0.42	0.22	0.86	2.17	0.16	0.50	0.50	0.18	0.26	1.29	7.85	5.51	5.35	0.99	3.22	3.35	5.14	2.48	2.86
LVA_36679.t1.1.5f2bf3b7	1.11	0.33	0.42	0.35	1.16	2.50	0.16	0.50	0.50	0.28	0.26	1.29	8.03	5.82	5.43	1.12	3.32	3.57	5.39	2.48	2.86
LVA_36679.t1.2.5f2bf3b7	0.94	0.24	0.25	0.18	0.83	1.50	0.06	0.25	0.21	0.28	0.18	0.42	4.19	3.24	2.97	0.54	1.79	1.32	2.37	1.57	1.61
LVA_35622.t1	1	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0
LVA_36523.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_35712.t1	388	342	420	743	331	1161	252	406	277	111	78	359	226	319	226	73	129	152	318	141	187
LVA_36927.t1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
LVA_36976.t1	0	0	0	0	0	0	0	0	0	0	1	1	0	38.29	1	0	0	1	11	18	41
LVA_36824.t1	96	137	28	107	594	579	153	417	37	28	4	42	570	387	417	373	280	335	298	261	269
LVA_35618.t1	0	0	0	0	0	0	0	0	0	0	0.50	0	0	0	1.50	1	0	0	0	0	0
LVA_36866.t1	54	69	8	0	31	32.50	18	26.50	40	6	76.50	12	49.50	78	159	62.50	26.50	21	256	9	11.33
LVA_35645.t1	0	1.67	0	0	0	0	0	0	0	0	1.00	0	3.62	10.08	15.67	1.50	0	0.58	7.70	2	0.50
LVA_35698.t1_LVA_35702.t1_LVA_35703.t1	41	57	26	23	35	47	183	91	205	45	68	14	62	31	57	63	67	51	105	95	98
LVA_36994.t1	26	17	9	56	45.50	40	74.33	159	45	41.50	10	23	105	69	88	50	49	106.50	46	39	49
LVA_36236.t1	97	124	70	75	251	150	126	150	238	80	175	149	75	61	43	65	37	67	55	34	36
LVA_36769.t1	61	53	72	57	189	69	25	65	69	2	12	6	415	222	476	265	314	247	473	241	334
LVA_36164.t1	3	2	1.50	2	1.50	4	1.50	0.50	3	0.50	8	0.50	206.50	102.50	125.50	125	132	97	155.50	162.50	145
LVA_36620.t1	42.83	44.34	62.03	5.17	112.19	73.37	8.44	3	4	7	1	2.50	11.61	14.12	16.69	9.01	8.09	5.07	23.31	12.28	12.99
LVA_36355.t1	441	510	247	252	538	627	396.50	327	553	221	905	218	471	340	461	310	355	317	556	417	447
LVA_35979.t1	98.92	110.20	105.08	122.92	103.12	198.75	166.00	42.17	278.05	145.66	300.44	117.93	302.41	251.30	163.08	107.58	158.75	96.45	133.58	118.25	96.83
LVA_36138.t1	254.50	336	183.60	96	512	339.00	295	1154.17	243	184.50	161.90	312	511.67	278.17	399.33	540.50	483.83	791.83	396	307.50	306
LVA_36634.t1	0	0	0	2	0	13	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0
LVA_36712.t2	35	44	35.50	27	54	45	61	60	79	15.50	21.50	15	5	4.50	2.50	2	2.50	0.50	1.50	4	2.50
LVA_36712.t1	35	44	35.50	27	53	44	60	58	79	15.50	20.50	15	4	4.50	2.50	2	2.50	0.50	1.50	4	2.50
LVA_37043.t1	0.54	0.99	0.20	0.40	0.67	0.40	0.62	0	0.14	0.14	0	0.45	1.59	4.89	6.89	8.75	4.62	37.94	6.94	3.90	2.67
LVA_37126.t1	0	0.17	0.21	0	0.20	0.42	0.10	0.50	0.21	0.17	0	0.30	5.89	0.93	1.30	2.24	2.19	2.77	1.50	2.64	1.36
LVA_36337.t1	53	35	25	11	157	255	16	8	19	6	29	63	12	6	5	8	18	19	2	4	27
LVA_35918.t1	13.17	0.50	16.67	2.67	90.42	4.83	31.25	4.75	30.08	3.33	21.25	22	22.08	19.83	34.42	26.83	61.08	19.50	12.83	4	5
LVA_36879.t1	7	7	7	2	12	7	5	19	10	3	2	5	36	13	17	21	18	15	16	16	19
LVA_35660.t1	0	0	0	0.50	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
LVA_36422.t1	77	113	6	9	10	44	3	10	2	9	1	24	113	49	113	66.00	39	51	101	44	40
LVA_36182.t1	2.50	8	0	0	0	0.50	0.50	0	0	0.50	0	0	0.50	0.50	0	0	0	1	0.50	0.50	0.50
LVA_35566.t1	7097.50	9005.50	5443.00	7817.00	11833.50	9970.00	5348.00	5538.00	6730.00	1405.00	1402.00	1778.00	3533.00	3542.00	3038.00	2777.00	3139.00	4568.00	2929.00	1921.00	2090.00
LVA_36142.t1	497	676.50	155.50	428.77	474.50	758.33	390.50	301.50	308.17	580.17	631.50	398	1022.50	439.17	463.33	716.67	624	872.50	340.50	325.17	358
LVA_35837.t1	33	35	14	33	48	22	26	34	115	4	25	8	230	66	111	45	93	51	107	63	59
LVA_37041.t1	571	571	377	519	1052	768	861	716	688.00	83	75	105	2838	779	860.00	1562.00	1148	1748	805	868	841
LVA_36194.t1	3	0	2	4	9	1	0	1	2	22	2	1	2	8	12	5	11	4	22	4	0
LVA_36887.t1	123	142	310	236	76	454	227	295	363	35	124	61	191	104	175	133	112	164	164	95.00	94
LVA_36197.t1	0	0	0	0	0	0	0	0	1	0	0	0	2	2	1.50	1	1	1	3	0	0
LVA_36363.t1	1	1	2	0	4	3.50	176.50	1	0	2	1	0	34	41	4	1	3	0	387.50	688.50	635.50
LVA_36360.t1	20.57	34.62	6.95	0.89	0.61	10.45	3.20	10.80	4.29	0.82	1.84	1.78	4.11	4.75	13.66	12.97	8.15	4.81	13.92	14.76	18.77
LVA_35879.t1	683	887	644.50	519	461	675.50	645.67	884.17	562.50	572	334.17	607	544.75	400	406.50	924	512.33	941.17	220.50	211.50	205.50
LVA_36917.t1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_36997.t1	112.00	153.14	138.00	109.27	228.00	245.50	32	116	137.00	40.00	14	228.75	802.12	398	443.14	229.00	354.14	433.25	555.14	742.41	693.00
LVA_37039.t1	1284	1517.00	1079	825	2133	1592	1235	534	1418	1133	1232	941	482	321	387	374	412	712	265	205	239
LVA_36973.t1	901	1014.00	361	343	585	522	393	454	1220	85	160	250	836	383.50	305	355	448	426	275	275	311
LVA_35757.t1	75	85	23	44	9	51	60	101	94	26	64	83	21.50	12.50	17	13	13	23	49.50	31	25
LVA_36240.t1	0	6.25	1.75	5	3.25	0.50	8.25	15.58	10	1	1	1	6.50	0	4.50	6	2	7.25	9.42	5	1.50
LVA_36882.t1	648	456	1190	121	648	1067	927	659	1529	174	332	118	629	419	415	438	497	104	446	227	290
LVA_36767.t1	674	687	518.67	311.25	1675	493	440.25	304	175	116	27	89	554.25	261	352	235	284	352.25	388	258.25	311
LVA_36050.t1	500.25	660.67	358.42	319.00	596.04	600.25	496	509.62	714.08	446.75	677.50	411	206.75	122	184.75	255.83	181.25	356.54	120.25	81.42	80.50
LVA_36050.t1.1.5f2bf3af	385.75	502	259.08	236.50	414.54	463.08	292	310.79	430.42	253.08	371.00	318.50	142.25	100	132.25	179.83	128.25	268.04	79.25	52.25	51.33
LVA_35873.t1	0	0	0	0.50	0	0	0	0	0	0	0.50	0.50	57.50	31	49.50	1.50	8.50	23.33	202.83	68	128
LVA_36389.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_36531.t1	252	311	319	487	854	471	274	448	205	23	36	59	986	726	685	571	578	735	662	452	946
LVA_36538.t1	3617.30	4218.78	4094.93	2262.20	2805.65	4884.12	4732.95	1889.56	1561.89	1523.10	1578.83	1334.30	285.87	343.36	245.13	134.79	88.36	142.48	588.59	406.85	454.96
LVA_36992.t1	5	7	2	28	20	18	54	103	27	38	13	22	32	14	1	2	6.00	38.00	10	12	13
LVA_36247.t1	68	99	12	63	88	92	10	95	17	30	4	23	493	275	325	164	276	190	360	298	242
LVA_35638.t1	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0.50	0	0	0	0	0	1.50	0
LVA_35641.t1	0	0	0	0	1	0	0	1	0	0	0	0	0	7.17	0.33	0	0	0	0.50	0	0
LVA_35675.t1	2003	1949	1631	901	1998	2454	1210	830	1684	248	236	255	690	490	522	719	752	1281	486	383	334
LVA_36319.t2	686	838	543	496	825.50	770.50	891.50	527.50	877	379	485.50	383	638	452.50	426	348.00	441	577	616.00	591.50	508.50
LVA_36319.t1	686	838	543	496	825.50	770.50	891.50	527.50	877	379	485.50	383	638	452.50	426	348.00	441	577	616.00	591.50	508.50
LVA_36706.t1	24152.93	29599.26	19706.54	19959.13	29751.94	33287.71	13690.48	14796.64	16999.64	9157.14	11174.73	17111.22	3621.44	2301.15	2801.10	973.59	1558.57	957.60	2792.43	1914.03	1814.88
LVA_35583.t1	2240.00	2706.00	1063.00	1882.00	3208.00	3090.00	1485	1158.00	1563	162	163	250	1522.00	1064.00	1032	1372.00	1531.00	1819.00	848.00	798.00	616.00
LVA_36400.t1	0.46	0.59	0.10	0	0	0	0	0.20	0.49	0	0.20	0	0	0.40	0.12	0	0.20	0.52	0.10	0.10	0.37
LVA_36255.t1	2.50	0.20	0	4.14	1	0	1	1	0	1	0	1.50	388.97	6.73	125.53	262.93	15.20	165.27	128.20	128.67	9.34
LVA_36080.t1	71.50	48	38.50	180.33	185.50	174.33	24	527.67	135	38.50	38.50	69	2828.67	1957.97	2322.57	6941.63	4913.33	9249.53	860.75	726	706.17
LVA_36478.t1	0	0	0	0	0	0	0	0	0	0	0	0	0.40	0	0	0.33	0	0.44	0	0.20	0
LVA_36596.t1	9.33	0.50	0.83	2.33	14.00	10.17	0.33	1	3	8.33	0	11.50	53.58	7.92	16.83	10.33	29.25	4.33	15.67	5.92	7.33
LVA_35871.t1	490	252.83	785.50	131.67	694.50	455.67	942.83	486.92	513.33	307.50	307	126	486.33	259.33	362.25	129.50	304.67	240	805.17	570.00	603.33
LVA_36490.t1	17	21	15	7	12	9	25	0	10	2	6	10	37.50	16	12	24	40	8	18	3	1
LVA_36002.t1	363.50	550.75	238	32	171.50	143	28.50	33	272.33	142	163.50	324.83	550.33	364.50	394.50	148.50	214.50	297	576.50	458.50	526.83
LVA_36287.t1	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	5	7	2	0	0	0
LVA_35948.t1	89.10	69	34	107.17	213	200.75	95	74	72.50	9.50	29.50	53	278.50	95.50	156.50	153	122	129.50	149	127.67	127.50
LVA_35733.t1	830.00	848	1247	389	381	372	825	941	526	22	403	349	530	303	456	236	199	274	428	274	285
LVA_35990.t1	0.20	0.50	0.67	0.95	3.00	5.17	2.17	4.40	4.23	1.90	0.70	3.43	1.63	0.20	2.00	0	0.40	1.60	0.17	1.63	3.97
LVA_35895.t1	0	1	0	0	0	0	0	0	0	0	0	0	0.83	1	0.50	1	0.50	0.50	0	0	1
LVA_36568.t1	3	4	3	1	3	2	19	17	4	0	0	4	106	44	106	21	29	7	239.03	169	258
LVA_36129.t1	1005	1211.50	983.17	460	968	594	739.50	953	641	300.50	158	347.50	229.67	170	227	173	179.50	148	174.50	120	148.50
LVA_35612.t1	1385	1808.00	1022	1132	1703.00	1666	707	1360.00	1259	117	344	687	1296	856	859	793	935	1115.00	791	636	789
LVA_37048.t1_LVA_37050.t1	18.00	15.00	9	24.00	41.00	378.00	136.00	115.00	43.00	9.00	5	54.00	15.00	2	7	7	5	33.00	102.00	149.00	138.00
LVA_36533.t1	14	16	0	0	25	1	0	3	1	1	2	0	13	0	12	15	10	92	25	23	39
LVA_36438.t1	49.50	24.50	97.50	60	55.50	76.50	81	117.50	88	8.50	15	10.50	736	460.00	394	358	454	186	405	248.50	176.50
LVA_36438.t2	49.50	24.50	97.50	60	55.50	76.50	81	117.50	88	8.50	15	10.50	736	460.00	394	358	454	186	405	248.50	176.50
LVA_36686.t1	394	535	281	158	464	309	194	496	237	13	28	21	104	66	129	141.00	93	118	128	66	83
LVA_36787.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_36223.t1	0.10	0.10	0.14	0	0.11	0.11	0.40	0	0	0.31	0	0	1.11	0.11	0.25	0.21	0.55	0.44	0.50	0.49	1.38
LVA_36556.t1	644.50	824	280	324	1030	701.50	139	148	267	9	50.50	42	526.50	235	307	400	312.50	369.50	259	215.50	232.50
LVA_36148.t1	0	0	0	0	0.83	0.33	0.83	2.83	1.17	0	0	2	301.17	71.83	306.83	119.00	216.50	337.67	285.67	172.17	187.00
LVA_36056.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0	0	0	0	0	1	0
LVA_35872.t1	11.50	6.50	26	9.50	26.17	15	27.50	33	32	1.50	7.50	3	184	152.50	116	54	133.83	145.83	206.50	169.67	189.83
LVA_36253.t1	69	76	44	33	22	38	8	31	21	6	5	20	295	161	203	32	78	141	194	99	78
LVA_36457.t1	615	532	163	385	1234.00	315.00	498	655	527	65	91	476	976.00	604	611.00	481	507	599.00	520	284	327
LVA_36012.t1	1147.67	1356.33	694	1036.67	1307.67	1490.79	1217.67	860.83	960.17	1139.50	1010.33	1663.17	9925.02	4373.07	4713.68	6416.33	5394.67	9064.47	1733.50	1219.00	979.27
LVA_36071.t1	1139.67	1688.50	914	305	290	1201.75	178.33	748.17	193.83	69.33	54	90.75	2481.92	1305.50	1035.00	265.50	800.70	714	1845.83	1968.95	1524.33
LVA_36707.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_35814.t1	1382	1634.00	1254	1085	1858	2009.50	683	709	722	1117	996	995	551	192	218	244	191	198	300	192	272
LVA_36466.t1	1112.50	1250	609	587.50	1518.50	727.50	804.50	510	411	59	44	84.50	441	323.50	349	529.50	407	653	272.50	206.50	199
LVA_36228.t1	3062	3670	1124	1586.00	3541.00	2980.00	2888.00	2110	3662	1736	3348	2802	828.00	502	556	349	475	465	741	558	444
LVA_35851.t1	323	371	1005	1215	571	1012	249	395	978	86	199	259	822	688	467	265	501	296	1287	1268	1183
LVA_36090.t1	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0	1.50	1	0	0	0	0	0
LVA_35991.t1	2	5	3	0	12.50	9	1	8.83	4	0	1	3	22.50	22	8.50	5.50	15.50	14.50	10	24	21.50
LVA_37009.t1	51	46.50	78.50	22.50	42	80	22	32	77	15	24	7	318	189.50	235	256.50	151	276.50	187.50	94.50	82.50
LVA_36609.t1	3581.00	4892.00	1919	2708	4537.00	3005.00	419	1081	1385	643	343	353	2945	1889	1854.00	1288	1455.00	1794.00	1698	1376.00	1649.00
LVA_36126.t1	0.50	1	0	0.17	2.57	0.17	0.17	0	3.81	0.94	0.50	17.50	13.72	9	13.12	10.33	53.83	3.83	14.22	7.17	12.33
LVA_36025.t1	56.50	38	54.50	79.50	104	186.50	57.50	77	88	24	23.50	16	442.50	260.50	139.50	183	355.50	266.33	214	174.50	176.50
LVA_36373.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
LVA_36869.t1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50	0	0	0	0	0	0
LVA_35598.t1_LVA_35599.t1	5	5	1	4	0	4	1	5	3	1	5	29	6	1	4	0	1	785	13	4	5
LVA_36450.t1	36	72	238	30	22	18	63	12	105	0	62	5	404	321	199	32	18	24	1414	1383	1332
LVA_36832.t1	46	5	140	285.33	191	407	181	295	126.00	73	154	5	195	72	158	69	43	47	267	132	227
LVA_36489.t1	3.50	1.00	5.00	6.50	15.08	8.00	0.58	10.58	13.42	0.67	3.58	0.33	68.25	36.08	46.25	37.00	21.08	38.25	88.64	66.08	36.25
LVA_37014.t1	261	61	39	542	135	69	177	134	278	40	34	36	316	638	379	137	151	735	522	308	569
LVA_36011.t1	166	182	334.50	150	287	160.50	231.50	102.50	193.50	17	52.50	52	761.33	692.67	456	528.50	731	689.77	351	234	244
LVA_36209.t1	360.50	381.80	408.50	214.50	493.50	378.50	719.50	427.00	484.50	60.00	105.25	140.00	472.00	202.33	350.50	210.83	215.67	205.50	402.83	224.00	279.17
LVA_35594.t1	2	1	0	0	0	0	1	0	0	1	2	3	787	443	327	7	3	4	458	222	232
LVA_36282.t1	157	159	207	59	219	315	275	415	185	324	133	234	66	121	163	263	95	598	175	25	38
LVA_35816.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LVA_36108.t1	98.90	73	37	139.83	221	235.25	97	89	82.50	10.50	30.50	52	274.50	126.50	180.50	151	134	166.50	181.00	130.33	126.50
LVA_37020.t1	1975.18	2454.70	2308.33	3026.43	4413.95	3354.83	2489.20	1094.33	1933.25	724.08	524.75	679	1132.53	953.58	1002.62	1437.82	1149.63	1346.50	683.35	424.65	330.63
LVA_36368.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LVA_36763.t1	2.50	9	11	5	5	15	15.50	3	3.50	2	1	2	62.50	15	52.50	9.50	10	27.50	38	19	22
LVA_35926.t1	71.98	83.00	166.66	283.97	495.47	19.58	9.00	525.45	97.00	54.42	31.25	94.17	291.40	314.13	308.49	201.00	259.78	316.67	659.57	581.38	571.04
LVA_36252.t1	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.17	0.27	0.67	0.73	0.52	0.14	0	0
LVA_35944.t1	22	40.50	6.50	2.50	5	24	13	14	13	1	0	5	18	4	7.50	11.50	25.50	23	2.50	5	4.50
LVA_36193.t1	0	1	0	0	2	0.50	0.50	0	0	2	1	0	11	2	9	1	2	2	15.50	28.50	13.50
LVA_35729.t1	0	1	0	1	1	1	0	2	1	1	0	4	0	0	0	1	0	0	3	3	1
LVA_37016.t1	8	12.50	12	4	8	46	30	29	16	14	5	6	104	33	24	50.50	36	34.00	117	16	44.50
LVA_36427.t1	1	0	3	5	6	3	4	1	7	0	3	1	3	4	4	1	5	2	3	1	1
LVA_36732.t1	5	2	3	10	2	12	3	1.50	0	2	0	8	430	88	84	1	168	118	74	39	4
LVA_36896.t1	2.25	1.50	1.50	10	7.33	1.50	1.50	1.00	2	1.50	0	2.50	9.83	2.33	5.33	2.33	2.75	3.33	12.00	4.33	6.50
LVA_36845.t1	26.25	10.50	24.78	1.75	7	4.83	10.75	11.50	11.50	1	9.25	6.50	10.25	4.33	34	10	3	1.50	39.50	2	10.50
LVA_35715.t1	24	10	25	14	6	8	2	8	6	14	1	17	207.50	59	73	61	25	32	488.50	487.50	357
LVA_37044.t1	0.38	0.55	0.25	0.39	0.74	0.49	0.38	0	0.20	0.44	0.29	0.12	1.74	2.50	6.95	10.25	3.58	31.01	6.41	5.75	2.86
LVA_36213.t1	49	48	81	62	309	225	55	107	138	12	19	16	1163	585	779	2602	1363	4653.00	324	228	238
LVA_35623.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LVA_35773.t1	1393	1702	747.50	723	2172.50	376	595	354.50	1035	99	119	177	1025	981	718	1105	878	901	732	474	517
LVA_36225.t1	590.50	765.50	361.50	337	1160.50	1365	824.83	735.67	1243	227	236	272	483	259.50	645	611.50	445.50	886.50	438.33	126	121
LVA_36021.t1	59.50	83.83	48.50	54	51	62	89.50	52.50	78.50	23.50	23.50	49.50	3636.08	2403.33	2082.25	1564.50	1572.00	1776.67	2267.33	1745.17	1925.50
LVA_36572.t1	558	658	518	282	616	575	757	1021	1570	260	397	637	600	350	393	216	185	167	570	331.33	494
LVA_36864.t1	0	0	0	0	0	0	0	0.52	0.11	0	0	0	0	0.11	0	0	0.11	2.50	0.21	0.20	0.20
LVA_36849.t1	0.34	2.50	0.17	0.48	0.42	0	0	0	0	0	0	0.25	13.10	1.41	1.66	2.42	2.82	1.09	1.25	1.15	0.99
LVA_36329.t1	58.33	66.17	18.67	68.00	90.17	142.66	110.83	48.33	24.17	18.17	7.50	13.67	72.33	66.67	72.83	21.50	24.50	44.67	95.33	65.83	78.17
LVA_36329.t1.1.5f2bf3b3	58.33	66.17	18.67	68.00	90.17	142.66	110.83	48.33	24.17	18.17	7.50	13.67	72.33	66.67	72.83	21.50	24.50	44.67	95.33	65.83	78.17
LVA_36329.t2	56.33	63.67	16.67	63.00	98.67	148.66	105.33	52.33	20.67	16.67	7.00	13.67	74.33	64.67	73.33	24.00	22.00	43.67	82.33	58.33	68.67
